微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
",男子吊环,陈一冰摘得银牌,记者汪大昭伦敦消息,在刚刚结束的男子吊环比赛中,巴西选手萨内蒂夺得金牌,中国选手陈一冰摘得银牌,堪称完美的表现,值得我们向陈一冰献上最热烈的掌声,人民日报汪大昭,",True,2012-08-06 21:30,微博 weibo.com,59,679,900
",微赛场,记者薛原伦敦消息,在男子50米步枪三姿比赛中,中国选手朱启南获得第五名,意大利选手卡佩里尼夺冠,美国名将埃蒙斯得到铜牌,但最后一枪中,他又打出7,6环的尴尬成绩,只比第四名领先0,3环,险些又添上一段新的,倒霉史,看起来,最后一枪的,魔咒,真的挺难打破啊,原来原创,",True,2012-08-06 21:19,微博 weibo.com,16,131,82
",公安部严查,毒驾,记者张洋消息,公安部下发通知,将集中排查清理吸毒驾驶人,加大吸毒后驾驶机动车违法行为查处力度,属于吸毒成瘾未戒除人员的驾驶人,要在30日内申请注销驾驶证,未主动申请或者被强制隔离戒毒的,将被注销驾驶证,",True,2012-08-06 21:11,微博 weibo.com,0,76,65
",帆船激光雷迪尔级女子单人艇,徐莉佳夺冠,在刚刚结束的帆船激光雷迪尔级女子单人艇比赛中,中国选手徐莉佳夺得冠军,这也是中国代表队在此届奥运会上夺得的第31枚金牌,奥运金牌,",True,2012-08-06 20:31,微博 weibo.com,0,261,238
",昆明,未制定滇池生态资源补偿费征收办法,记者胡洪江消息,昆明滇管局今日回应称,目前还没有制定,滇池生态资源补偿费,征收办法,网上流传的,将按每人每天10元收费,尚未正式研究过,待正在制定中的,云南省滇池保护条例,草案,公布实施后,昆明才会研究征收办法,",True,2012-08-06 19:38,媒体版微博,0,244,78
",国家防总启动防汛防台风,级应急响应,记者陈仁泽消息,第11号强热带风暴,海葵,将于8月7日晚上到8日上午在浙江舟山到温州一带沿海登陆,苏拉,和,达维,双台风影响尚未完全结束,海葵,逼近,未来两天还将有新的热带气旋生成,台风活动呈现多发,频发,连发的态势,防汛防台风形势异常严峻,原图,",True,2012-08-06 19:09,媒体版微博,0,145,49
",股票投资者,销户潮,并未出现,最近,有媒体撰文称股票投资者出现,销户潮,对此,中国证券登记结算公司有关负责人表示,今年1,7月底,A股新开账户数为367,7万户,销户数为25,7万户,新开账户数是销户数的14,3倍,并未出现超常大规模销户现象,",True,2012-08-06 18:28,媒体版微博,0,82,93
",第一现场,叙利亚国家广播电视总机构被炸,8月6日上午,叙利亚国家电视台所在地大楼三层发生爆炸袭击,记者焦翔第一时间赶往现场看到,数间工作室被炸毁,线路从天花板掉落,满地尽是碎玻璃与残损的办公器材,叙利亚新闻部长称政府知道此次爆炸事件背后的主使者,叙利亚电视广播不会因此中止,原图,",True,2012-08-06 17:40,微博 weibo.com,0,126,144
",本溪被困施工人员已全部获救,记者何勇从辽宁本溪防汛办获悉,截至今天中午,被困施工人员已经被从临建彩钢房里全部疏散,被困施工现场恢复正常,8月4日,本溪普降大到暴雨,细河水位迅速上涨,便桥被冲毁,致使在沈丹客专福金隧道内施工的201名工人无法过河,",True,2012-08-06 17:09,媒体版微博,0,48,49
",独家发布,湖南政法委成立调查组调查永州幼女被强奸案,8月6日,记者从湖南省委政法委了解到,湖南省委政法委对永州幼女被强奸,其母唐慧反映的有关情况高度重视,已成立调查组赴永州调查此案办理情况,调查组负责人表示,一旦发现有错,将坚决依法纠正,如有违法违纪行为,将依法依规给予严肃处理,",True,2012-08-06 15:55,微博 weibo.com,46,14079,6542
",24小时奥运看点,奥运金牌,乒乓球女子团体半决赛,中国VS韩国,拳击女子51公斤级1,4决赛,任灿灿参赛,女子曲棍球小组赛,日本VS中国,体操男子吊环决赛,陈一冰冲金,体操女子高低杠决赛,何可欣,姚金男参赛,男篮小组赛,英国VS中国,更多精彩点看大图,加油,你最期待哪一场呢,原图,",True,2012-08-06 15:39,媒体版微博,2,58,46
",云南大理暴雨引发洪水泥石流,记者胡洪江消息,6日凌晨5时左右,云南省大理白族自治州洱源县凤羽镇,炼铁乡突降单点暴雨并引发洪水泥石流,致凤羽镇4名村民受伤,1人失踪,房屋被冲毁80余间,仍有100余人被困,炼铁乡新庄村委会2名村民失踪,水花三级电站被冲毁,目前抢险救援工作正在紧张有序进行,",True,2012-08-06 14:37,微博 weibo.com,5,89,50
",英国学者,卫报,专栏作家评述偏见根源,雅各布认为,英国人并没有真正了解中国,在英国,每个人或许都感觉到了中国的崛起,中国制造,进入千家万户,并对他们的生活带来很大影响,但他们并不愿意多去了解这个国家,主要有4个原因,点看大图,采访全文见链接",True,2012-08-06 14:08,微博 weibo.com,0,255,217
"转发理由,美国核能火星车,好奇,号登陆火星,美国迄今最大最先进核能火星车好奇号经过八个半月飞行后刚刚在火星着陆,它将展开为期两年的任务,探索火星过去或现在是否存在适宜生命存在的环境,原始用户,人民日报,转发内容,好奇,号准备登陆火星,据美国国家航空航天局网站称,装载着美国,好奇,号火星探测器的宇宙飞船正以每小时13000英里的速度向火星飞近,并预计于北京时间8月6日13时31分在火星着陆,由于这一空间探索行动具有前所未有的严峻挑战,美国科学家们正对其进行密切跟踪,模拟图,",False,2012-08-06 13:49,媒体版微博,0,93,40
"转发理由,人民网微访谈,欢迎网友前去参与,原始用户,人民网,转发内容,微访谈,人民网舆情监测室邀请唐慧辩护律师,胡益华律师,御史在途,陆群与,十年砍柴,共同探讨,湖南永州11岁幼女被迫卖淫案拖了6年,终审结果5月份才出来,而幼女母亲因为上访被劳教一年半,对此,网友普遍表示不解和愤怒,人民网舆情监测室邀请几位微博网友共同探讨,",False,2012-08-06 13:26,媒体版微博,0,180,177
",伦敦奥运,感谢大家参加互动话题讨论,昨日奥运互动话题共有十名网友的留言被选登在本报奥运特刊",True,2012-08-06 12:10,微博 weibo.com,0,60,164
",好奇,号准备登陆火星,据美国国家航空航天局网站称,装载着美国,好奇,号火星探测器的宇宙飞船正以每小时13000英里的速度向火星飞近,并预计于北京时间8月6日13时31分在火星着陆,由于这一空间探索行动具有前所未有的严峻挑战,美国科学家们正对其进行密切跟踪,模拟图,",True,2012-08-06 11:23,媒体版微博,0,210,73
"转发理由,本溪最新消息,记者何勇从辽宁本溪公安消防部队获悉,本溪市平山区桥头镇高铁隧道被困施工人员,已有10多名获救,强降雨造成的山洪,将施工人员困于两河交接处的一处地点,300人员被困,大部分被困人员站在几十米高的大型施工机械上,情况较为危急,原始用户,人民日报,转发内容,辽宁本溪,300高铁施工工人被困,记者何勇消息,今天上午9点40分,辽宁省本溪市平山区桥头镇高铁隧道约300名施工人员被困,具体原因不明,消防救援人员正赶赴现场救援,具体情况记者正在进一步了解之中,",False,2012-08-06 11:08,媒体版微博,0,72,46
",辽宁本溪,300高铁施工工人被困,记者何勇消息,今天上午9点40分,辽宁省本溪市平山区桥头镇高铁隧道约300名施工人员被困,具体原因不明,消防救援人员正赶赴现场救援,具体情况记者正在进一步了解之中,",True,2012-08-06 10:40,媒体版微博,2,218,99
",奥赛观感17,突破,所有的金牌在榜上都是同样的分量,而其中的不同正在于有些是以往优势的继续,更有一些是曾经的梦想变为事实,对于4年前已经实现金牌总量突破50枚的中国代表团来说,接下来要关注的不是金牌的数量而是项目结构和质量,当国际体坛非议不尽的时候,下一个突破就是最有说服力的解疑,原图,",True,2012-08-06 10:12,微博 weibo.com,4,155,141
"转发理由,北京,7,21,暴雨遇难人数增至79人,北京市防汛办昨天通报,北京,7,21,特大暴雨山洪泥石流灾害遇难人员又新发现一名,遇难者总人数达到79名,同时,除这名已确认身份的遇难者外,又有2名遇难者身份得到确认,",False,2012-08-06 09:38,政府版微博,0,117,74
",美国在南海掀不起多大风浪,在今后相当长时期内南海都不会风平浪静,对此,我们很清醒,也有心理准备,在复杂的局势面前,中国有足够的定力和意志,会,越麻烦越清醒,越挑战越坚定,美国以一己私利搅动南海局势,固然能产生几丝涟漪,但指望中国放弃核心利益,这不可能,",True,2012-08-06 09:21,微博 weibo.com,5,382,343
",伦敦赛场,不缺双重标准,故意输球,中国羽毛球女双被取消资格,故意摔倒,英国自行车获男子团体冠军,同样是利用规则力争获得最佳成绩,为何中英选手命运不一,欧美媒体的评价更是天壤之别,严重的双重标准背后,是不可回避的东道主优势,同时,中国体育外交能力需要加强,",True,2012-08-06 08:47,微博 weibo.com,37,1300,867
",福寿沟的镜鉴,近期暴雨与城市内涝,使得人们对有些国际大都市的下水道津津乐道,殊不知,在我国江西赣州也有处值得称道的地下水利工程,福寿沟,据称福寿沟建成近千年,赣州老城区未出现大内涝,福寿沟是面镜子,它照出了古人的聪慧远虑,也照出了一些今人的急功近利和浮躁肤浅",True,2012-08-06 08:23,微博 weibo.com,2,662,328
",昨日回顾,5金重登榜首,奥运金牌,羽毛球男单林丹,羽毛球男双蔡赟,傅海峰,男子自由体操邹凯,女子75公斤以上级举重周璐璐,跳水女子3米板吴敏霞,奥运银牌,跳水女子3米板何姿,奥运铜牌,射击男子50米手枪王智伟,羽毛球男单谌龙,伦敦奥火,女排3,2韩国进八强,女篮48分负美国队晋级,加油,原图,",True,2012-08-06 07:46,微博 weibo.com,24,178,143
",新闻史上的今天,1997年8月6日,美国苹果电脑公司创办人史蒂夫,乔布斯在公司年会上与出现在大型电脑屏幕上的微软公司总裁比尔,盖茨一同宣布,微软将投资1,5亿美元购入部分苹果股票,并在今后5年内提供适用于苹果电脑的商用软件,以便与苹果携手开发适用软件,中国新闻史学会供稿,图片来自网络,原图,",True,2012-08-06 07:10,微博 weibo.com,8,150,89
",百米飞人大战,博尔特卫冕,记者陈晨曦消息,伦敦奥运会备受瞩目的男子百米决赛争夺战中,世界纪录保持者,牙买加飞人博尔特以9秒63的成绩成功卫冕,并创造了新的奥运会纪录,金台曦罩,",True,2012-08-06 04:55,微博 weibo.com,0,87,61
",吴敏霞,何姿包揽跳水女子3米板金银,记者许立群伦敦消息,在刚刚结束的跳水女子3米板决赛中,中国选手吴敏霞不负众望,以无可挑剔的完美发挥和总分414的傲人成绩,为中国奥运代表团摘得第30枚金牌,队友何姿夺得银牌,跳水梦之队,真棒,rmrbxlq,",True,2012-08-06 03:01,微博 weibo.com,19,108,57
",微现场,周璐璐赛前爱喊,轻松,以一公斤险胜俄罗斯选手卡什丽娜,周璐璐说,过程很惊险,如果最后一把187公斤没举起来,就拿不下这枚金牌,心态轻松是她取胜的秘诀,抓举落后5公斤我没想太多,就想着比好挺举,每次试举前喊的那句是,轻松,主要让自己放松,训练时也是如此,金台曦罩,原图,",True,2012-08-06 02:16,微博 weibo.com,0,71,67
",周璐璐破纪录夺金,记者陈晨曦消息,伦敦奥运会女子举重75公斤以上级决赛,周璐璐以抓举146公斤,挺举187公斤,总成绩333公斤,打破了328公斤的总成绩世界纪录并夺冠,这是中国代表团本届赛事获得的第29枚金牌,金台曦罩,",True,2012-08-06 00:57,微博 weibo.com,1,232,179
"转发理由,微现场,林丹,爱所有支持我的人,记者许立群消息,振臂怒吼,脱衣后身披红旗绕场飞奔,四年前林丹激情庆贺的一幕,今天在温布利体育馆再次上演,这是他与李宗伟在顶级大赛决赛中第四次隔网相对,颁奖结束后,激动不已的林丹第一时间更新了微博,不知道该说什么了我爱所有支持我的人,rmrbxlq,原始用户,人民日报,转发内容,林丹卫冕,刚刚结束的伦敦奥运羽毛球男单决赛中,林丹2,1战胜李宗伟,成功卫冕奥运会羽毛球男子单打冠军,奥运金牌,原图,",False,2012-08-05 23:10,媒体版微博,1,54,57
",微现场,记者薛原伦敦消息,中国选手王智伟在男子手枪50米慢射比赛中夺得一枚铜牌,今年24岁的王智伟首次参加奥运,资格赛排名第二进入决赛,他在决赛中一度落后至第五位,最后一枪打出10,6环,惊险反超对手夺铜,王智伟说,中间打得不好时也没有放弃,自己在大赛中还有不少欠缺,主要是心理方面,原图,",True,2012-08-05 23:03,微博 weibo.com,11,106,96
",蔡赟,傅海峰夺羽球第5金,记者许立群消息,今晚,奥运羽毛球男双决战的舞台上,中国的,风云组合,蔡赟,傅海峰淋漓尽致的展现了自己的实力,他们以2,0干净利落的拿下对手,丹麦组合鲍伊,摩根森,为中国代表团拿下第28枚金牌,同时也实现了本届奥运会上中国羽毛球军团对五个单项金牌的,大包圆,原图,",True,2012-08-05 22:39,微博 weibo.com,9,413,181
",邹凯卫冕,中国代表团再收一金,刚刚结束的奥运会男子自由体操决赛中,中国选手邹凯成功卫冕,取得中国代表团第27枚金牌,也拿到他个人两届奥运中的第5金,邹凯好样的,奥运金牌,",True,2012-08-05 21:30,微博 weibo.com,1,300,142
",林丹卫冕,刚刚结束的伦敦奥运羽毛球男单决赛中,林丹2,1战胜李宗伟,成功卫冕奥运会羽毛球男子单打冠军,奥运金牌,原图,",True,2012-08-05 21:27,微博 weibo.com,11,629,283
",中国女排3比2胜韩,记者汪大昭消息,刚刚结束的女排小组赛最后一轮,中国女排苦战五局,3比2战胜韩国队,两队双双打进八强,比赛起伏多,波动大,中国队替补主攻楚金玲和替补接应曾春蕾再次换下王一梅和张磊,成为取胜的关键环节,人民日报汪大昭,原图,",True,2012-08-05 20:54,微博 weibo.com,0,135,81
",城乡少儿教育支出差异显著,今天,记者赵婀娜从北大中国社会科学调查中心发布的,中国民生发展报告2012,中获悉,全国平均来看,城市少儿的年平均教育支出为3458元,但农村少儿仅为1368元,在所有教育支出中,学杂费占总支出的50,课外辅导费和书本费分别占14,原图,",True,2012-08-05 20:35,微博 weibo.com,0,117,75
",赛程过半俄罗斯只得三金,往届奥运会上,俄罗斯属于奖牌榜上的第一阵营,并和中国,美国形成了,三足鼎立,之势,本届奥运会,俄罗斯派出了438名运动员的庞大阵容,然而,奥运赛程已接近过半,俄罗斯只获得3金13银9铜,暂列奖牌榜第十名,让很多人大跌眼镜,点这里看深度分析",True,2012-08-05 18:57,微博 weibo.com,0,164,242
",趣话奥运,叫李娜的都很牛,记者薛原消息,跳水有一个李娜拿过奥运会冠军,网球有一个李娜拿过法网冠军,重剑李娜拿到奥运金牌后对记者说,我觉得叫李娜的都很牛,李娜,击剑李娜,李娜Diving,原来原创,原图,",True,2012-08-05 17:55,微博 weibo.com,4,370,191
",奥赛观感16,如此保护过了头,观众身穿百事T恤,不能进赛场,否则就侵害了赞助商可口可乐的利益,在赛场吃自带薯条,需装入塑料袋,不然就侵害了麦当劳的权益,打个横幅,支持伦敦奥运,不行,因为侵害了伦敦的知识产权,没有赞助商,就没有奥运会,但人们不禁会问,如此保护,是不是过了头,原图,",True,2012-08-05 16:26,微博 weibo.com,9,205,203
",辽宁灾情动态,记者何勇消息,经万名铁路职工三十小时抢修,辽宁三条中断的铁路沈山,沈大,沈丹线今天中午恢复通车,但全省海城,岫岩县等东南区域仍有八处通讯,交通中断的孤岛,也欢迎网友把您了解的实时信息告诉我们,一起为辽宁祝福,",True,2012-08-05 15:48,微博 weibo.com,2,73,30
",24小时奥运看点,奥运金牌,女排小组赛,中国VS韩国,羽毛球男单决赛,林丹VS李宗伟,羽毛球男双决赛,蔡赟,傅海峰冲金,女子水球1,4决赛,中国VS澳大利亚,女篮小组赛,中国VS美国,女子跳水3米板决赛,吴敏霞,何姿能否包揽金银牌,男子田径100米决赛,更多精彩点看大图,加油,原图,",True,2012-08-05 15:11,微博 weibo.com,0,82,23
",沈丹铁路抢通,京沈动车组全部恢复,沈阳铁路局消息,受台风影响中断的沈,阳,丹,东,铁路,经全力抢修已于,日,时恢复通车,沈阳北开往北京的所有动车组列车,目前已全部恢复正常运行,沈阳铁路局表示,受水害中断运行的沈阳至山海关,沈阳至大连两条铁路仍未完全恢复,正加紧抢修,via新华社,",True,2012-08-05 14:08,微博 weibo.com,0,30,17
",热议奥运会赛程与规则的变化,北京奥运后的奥运周期,规则或赛制发生改变的项目有7个,包括跳水,羽毛球,乒乓球,体操团体,射击的手枪速射,跆拳道和柔道,而其中前5个大项都是中国的传统优势项目,本报记者热议奥运会赛程与规则的变化,",True,2012-08-05 13:19,媒体版微博,0,73,56
",伦敦奥运,感谢大家参加互动话题讨论,昨日奥运互动话题共有九名网友的留言被选登在本报奥运特刊,",True,2012-08-05 12:15,微博 weibo.com,0,22,77
",安徽凤阳一村民家中爆炸致3死4伤,本报记者钱伟消息,8月4日下午4时许,安徽省凤阳县武店镇灵泉村陈岗村民组村民陈义忠家发生爆炸,造成3死4伤,据了解,死伤人员系陈家亲属和邻居,目前伤者已送往蚌埠一二三医院救治,事故原因正在调查当中,",True,2012-08-05 11:38,微博 weibo.com,1,41,35
",外交部就美发表所谓南海问题声明阐明严正立场,秦刚说,美方对中国正常合理之举的无端指责不能不使人们对美方意图提出质疑,美国为什么对有的国家在南海划出大批油气区块,出台将中国的岛礁和海域划为己有的国内立法视而不见,却对中方应对挑衅行为的合理适度反应提出无端指责,",True,2012-08-05 11:27,微博 weibo.com,0,122,141
",不该发生的意外,在羽毛球女单铜牌战中,汪鑫在20,18领先时向裁判员提出地板上有汗水,要求工作人员擦拭,被拒绝,比赛继续进行,汪鑫扣球时左脚打滑扭伤了膝关节,遗憾退赛,为了健康,汪鑫可以放弃铜牌,但裁判员却不可以置运动员的安危于不顾,成为执行规则的,机器人,",True,2012-08-05 10:46,微博 weibo.com,6,1262,627
"转发理由,广州叫停上涨居民医保费,4日记者从广州市人社局获悉,2012年9月开始的新居民医保年度将继续执行现居民医保政策,广州市居民医保个人缴费部分将不上涨,对于目前广州市居民医保基金出现的支付不足问题,由政府给予补贴,http,t,cn,zW0qxc5,原始用户,人民日报,转发内容,广州医保收不抵支,去年广州城镇居民基本医疗保险资金缺口近两亿元,按照现行政策,缺口需要财政进行兜底负责,新的缴费年度,广州拟大幅提高缴费水平加以解决,升幅50,108,激起全城热议,部分市民,正在评估缴费压力决定是否退保,广州人社局,平时不参保,病时才参保,",False,2012-08-05 10:14,媒体版微博,0,56,41
"转发理由,微议,中国香港自行车队总教练沈金康说,郭爽被判犯规的情况不只在一个队出现,要做深层次的研究,裁判,运动员和教练都要坐下来看看中国队错在哪里,如果确实没有错,应该还给她荣誉,如果确实有错,其他的人不要再犯同样的错,但是现在的情况是奥运会上没有这个申诉程序,总裁判的决定是最终决定,原始用户,人民日报,转发内容,中国队不接受罚款处罚要求公布犯规依据,中国自行车队领队潘志琛,日代表中国自行车队致信国际自盟主席和伦敦奥运场地自行车项目组委会主席,表示不接受罚款处罚,强烈要求国际自盟公布中国队在女子团体竞速赛决赛中的犯规依据,到目前为止中国队还不明白何处犯规,谁犯规,犯了什么规,新华网,",False,2012-08-05 09:42,微博 weibo.com,12,109,79
",中国队不接受罚款处罚要求公布犯规依据,中国自行车队领队潘志琛,日代表中国自行车队致信国际自盟主席和伦敦奥运场地自行车项目组委会主席,表示不接受罚款处罚,强烈要求国际自盟公布中国队在女子团体竞速赛决赛中的犯规依据,到目前为止中国队还不明白何处犯规,谁犯规,犯了什么规,新华网,",True,2012-08-05 09:05,微博 weibo.com,16,1576,655
",各地积极应对双台风,据民政部,国家减灾办8月4日9时初步统计,今年第9号台风,苏拉,和第10号台风,达维,已造成江苏,浙江,福建,山东4省5人死亡,1人失踪,93,2万人紧急转移,4日18时和21时,两部先后针对辽宁和河北两省近期暴雨洪涝灾情紧急启动国家四级救灾应急响应,",True,2012-08-05 08:26,微博 weibo.com,0,40,24
",昨日回顾,5金3银3铜,奥运金牌,羽毛球女单李雪芮,羽毛球女双田卿,赵芸蕾,男子20公里竞走陈定,男子1500米自由泳孙杨,女子重剑团体中国队,奥运银牌,女子轻量级双人双桨徐东香,黄文仪,羽毛球女单王仪涵,女子蹦床黄珊汕,奥运铜牌,女子铁饼李艳凤,男子20公里竞走王镇,女子蹦床何雯娜,加油,原图,",True,2012-08-05 07:47,微博 weibo.com,10,220,104
",新闻史上的今天,1815年8月5日,察世俗每月统记传,在马六甲创刊,成为第一份中文近代报刊,创办人,传教士米怜评论其功能时说,传播基督教的教义,是最主要的目的,但也不忽视其他次要的目的,因为知识与科学就像是宗教的仕女一般,可成为道德的支柱,中国新闻史学会供稿,图片来自网络,原图,",True,2012-08-05 06:59,微博 weibo.com,11,99,39
"转发理由,中国女子重剑团体揭秘,妈妈选手,90后,记者薛原消息,刚刚问鼎奥运会女重团体冠军的中国女子重剑三人组中,李娜是一名妈妈选手,孙玉洁和许安琪是两名,90后,许安琪更是作为一名,奇兵,出现在这个阵容中的,向这支创造历史的队伍致敬,原来原创,喜得金牌,原始用户,人民日报,转发内容,中国女子重剑团体摘金,创造历史,继男花雷声之后,女子重剑团体也创造了历史,姑娘们以,大胜韩国队,历史上首次问鼎奥运会女重团体冠军,via,新华体育,",False,2012-08-05 03:38,媒体版微博,0,62,38
",孙杨解释为何抢跳,记者许立群消息,在混合区,孙杨说刚才观众席声音很吵,他根本听不清发令声,抢跳后大脑一片空白,第一眼就是看观众席上的父母生怕他们撑不住,好在游进中没有受到什么影响,他为自己能在面临突发事件后,还能保持良好状态感到自豪,他说,只要给我机会,我就能证明自己,rmrbxlq,原图,",True,2012-08-05 03:13,微博 weibo.com,42,703,218
",中国女子重剑团体摘金,创造历史,继男花雷声之后,女子重剑团体也创造了历史,姑娘们以,大胜韩国队,历史上首次问鼎奥运会女重团体冠军,via,新华体育,",True,2012-08-05 03:08,微博 weibo.com,10,400,170
",孙杨夺金,记者许立群消息,伦敦奥运会男子1500米自由泳决赛,中国选手孙杨在泳池中一骑绝尘,游出14分31秒02,再夺一金,同时也打破了由他自己保持的世界纪录,这是中国代表团的第24枚金牌,也是孙杨在本届奥运会上的第四枚奖牌,孙杨,太棒了,伦敦奥火,rmrbxlq,原图,",True,2012-08-05 02:55,微博 weibo.com,19,472,196
",第23金,男子20公里竞走陈定夺冠,王镇夺铜,男子20公里竞走决赛中,中国队王镇,陈定,蔡泽林三人出战,最终陈定,走,出一枚金牌,王镇取得铜牌,恭喜中国代表团第23金,恭喜中国田径队第一金,奥运金牌,",True,2012-08-05 01:22,微博 weibo.com,0,152,124
",微现场,中国男篮半场难敌巴西,记者薛原消息,和俄罗斯澳大利亚队相比,巴西队的身体对抗能力并非难以招架,但巴西队的快灵准依然令中国队疲于奔命,半场结束,中国队只得21分,投篮命中率只有对手的一半,一起来聊聊,中国男篮vs巴西男篮,下半场,让我们继续为中国队加油,原来原创,",True,2012-08-05 00:44,微博 weibo.com,0,58,88
",台风,达维,致山东208万人受灾,记者徐锦庚消息,受台风,达维,带来的大风和暴雨影响,山东日照,临沂,烟台,青岛,东营,德州,潍坊,滨州等8市23个县,市,区,和4个开发区受灾,全省受灾人口208,3万人,紧急转移安置人口18万人,农作物受灾面积19,77万公顷,倒塌房屋1915间,图片据新华社,原图,",True,2012-08-05 00:34,媒体版微博,12,203,105
",羽球女双决赛中国组合夺金,记者汪大昭消息,伦敦奥运会羽毛球女双决赛中,中国组合田卿,赵芸蕾以21,10,25,23直落两局,力取日本组合藤井瑞希,垣岩令佳,夺得金牌,在经历了处罚风波后,中国羽球姑娘用稳定的心态和过人的实力为自己正名,恭喜中国羽毛球队,恭喜中国代表团第22金,人民日报汪大昭,原图,",True,2012-08-05 00:06,微博 weibo.com,5,312,180
",你好,明天,1813年8月5日,清嘉庆帝颁布诏令,严禁官民贩食鸦片,27年后,1840年夏天,西方的坚船利炮打碎帝国酣梦,中国近代史由此开端,近二百年风云变幻,历史见证大国兴衰,见证一个国家的探索与转型,然而,总有一些价值历久弥新,比如对梦想的坚守,对复兴的渴望,加油,中国,原图,",True,2012-08-04 23:57,微博 weibo.com,2,295,224
"转发理由,微议录,邓侃,牛顿和达尔文为英国赢得了世界的尊重,但是我们并没有因此忘记,鸦片战争和割让香港,飞靥elbereth,西方中学世界史课本里,没有鸦片战争,读硕士时第一次在美国课堂上听老师说中国近代的百年国耻,望着一教室美国学生震惊的目光,我浑身颤抖,往事如风6812,发出自己该发的声音,原始用户,人民日报,转发内容,今日声音,英国人常忘记,而现代华人不易忘记,世界上很多人以为鸦片战争是中国人卖鸦片给英国人,北大生命科学学院教授饶毅在科学网刊发的博文,致,自然,杂志总编的信,有关叶诗文的新闻报道,中写道,是的,质疑并不可怕,可怕的是基于偏见的固执和误解,与大家分享这篇博文,原图,",False,2012-08-04 23:28,媒体版微博,1,235,101
",女子蹦床中国选手憾失金牌,记者陈晨曦伦敦消息,8月4日,中国选手黄珊汕,何雯娜在女子蹦床比赛中获得一银一铜,两人在决赛中均出现了小失误,而加拿大选手迈克雷南完成了一套难度系数达到15,4的动作,抢得金牌,金台曦罩,",True,2012-08-04 23:05,微博 weibo.com,0,66,95
"转发理由,微赛场,搭,末班车,来到伦敦的李雪芮2比1战胜王仪涵,这姑娘打得从容,好像不是在奥运决赛中,全无压力,王仪涵也敢打敢拼,充分展现了精湛的技术和顽强的意志品质,两人的精彩表演告诉国际羽联,这叫水平,记者汪大昭伦敦消息,原始用户,人民日报,转发内容,羽毛球女单决赛,李雪芮力压王仪涵夺金,记者汪大昭消息,刚刚结束的奥运羽毛球女子单打决赛中,中国选手李雪芮2,1力压队友,排名世界第一的王仪涵,为中国代表团夺得第21金,这也是中国羽毛球队在本届奥运会上的第二枚金牌,加油,人民日报汪大昭,原图,",False,2012-08-04 22:53,微博 weibo.com,0,66,39
",羽毛球女单决赛,李雪芮力压王仪涵夺金,记者汪大昭消息,刚刚结束的奥运羽毛球女子单打决赛中,中国选手李雪芮2,1力压队友,排名世界第一的王仪涵,为中国代表团夺得第21金,这也是中国羽毛球队在本届奥运会上的第二枚金牌,加油,人民日报汪大昭,原图,",True,2012-08-04 22:36,微博 weibo.com,3,201,78
",奥赛观感15,男举85公斤陆永3次挺举失败,中国柔道领军人物佟文意外失手,近几日伦敦Excel中心,属于中国的叹息显然多过惊喜,除了竞争激烈,实力差异,害怕失误,压力过大也成主因,下一个四年,在练就强壮的身体之外,中国选手还需要磨练出一个抗击压力的强大心脏,加油,",True,2012-08-04 22:20,微博 weibo.com,11,96,89
",外交部就美南海声明紧急召见美驻华临时代办,8月4日,外交部部长助理张昆生紧急召见美国驻华使馆临时代办王晓岷,就美国务院3日关于南海问题发表所谓声明提出严正交涉,中方敦促美方立即改正错误做法,切实尊重中方的主权和领土完整,多做真正有利于亚太稳定繁荣的事,",True,2012-08-04 21:51,微博 weibo.com,14,93,120
",微赛场,记者汪大昭伦敦消息,中国选手汪鑫在羽毛球女单铜牌之争中肩负着能否使中国队包揽金银铜牌的重任,在一路领先的情况下,她扭伤左膝,虽坚持拿下首局,最终还是决定退赛,对于汪鑫之前的带伤坚持,印度对手内瓦尔大为感动,上前相拥,全场观众报以掌声,人民日报汪大昭,原图,",True,2012-08-04 21:27,微博 weibo.com,0,200,181
",赛艇轻量级女子双人双桨,中国姑娘夺银,在刚刚结束的伦敦奥运会赛艇轻量级女子双人双桨决赛中,中国组合徐东香,黄文仪摘得银牌,英国组合获得金牌,祝贺,",True,2012-08-04 18:59,微博 weibo.com,0,57,61
",辽宁3条主要铁路线路受损,记者何勇消息,受,达维,影响,辽宁省内三条主要线路,沈山线,沈大铁路,沈丹线中断行车,70余趟列车,7万余名旅客通行受阻,目前,抢险工作正在紧张进行,沈阳北,沈阳,丹东站增开40个应急售票窗口,满足旅客退票需求,停运列车可办理全额退票,",True,2012-08-04 18:35,媒体版微博,0,67,36
",今日声音,英国人常忘记,而现代华人不易忘记,世界上很多人以为鸦片战争是中国人卖鸦片给英国人,北大生命科学学院教授饶毅在科学网刊发的博文,致,自然,杂志总编的信,有关叶诗文的新闻报道,中写道,是的,质疑并不可怕,可怕的是基于偏见的固执和误解,与大家分享这篇博文,原图,",True,2012-08-04 17:48,微博 weibo.com,51,3976,880
